what,kind,bundleId,bundleVersion,description,time
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565050696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446565053337
opened,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565055311
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565055364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446565055385
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565057297
closed,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565057298
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565058154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1446565059082
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1446565067961
opened,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565072578
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565072640
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1446565072666
opened,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565078248
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565078296
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1446565078317
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565087195
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565088219
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1446565132613
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565134357
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1446565134375
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565140787
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565183704
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565187720
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565188691
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565190150
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565192265
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565202528
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565217101
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446565234945
