what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445960308593
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445960314351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960314711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960316713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960317035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960317719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960317756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960332638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445960390908
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445960397312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960397697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960399822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960400136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960400856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960400885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960416412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960424226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445960571772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960577162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960577659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960577707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960577753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960577804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960577853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960577905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960577950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960578008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960578054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960578103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960578263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960578415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445960578573
