what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956301433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445956340215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445956342200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1445956401111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445956402540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445956451695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445956454097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445956456193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445956511805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956531231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956576209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445956578937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445956583213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445956588393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445956594454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445956596833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445956604129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956616040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956645994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445956651576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956656081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956662092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956665040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956671450
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445956671607
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445956672758
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445956689990
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445956691132
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445956698569
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445956699868
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445956700906
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445956701592
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445956704866
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445956706285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445956765914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445956769057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445956786766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445956822723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1445956833280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445956838193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445956841513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1445956844689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445956848335
error,log,,,"Core exception while retrieving the content description",1445956863063
error,log,,,"Core exception while retrieving the content description",1445956863068
error,log,,,"Core exception while retrieving the content description",1445956863073
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftRight",1445956865752
no handler,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1445956874082
no handler,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1445956874625
no handler,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1445956874793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956906226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956907527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445956907559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956907683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956911048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445956917382
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445956932079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956932463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956934567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956934900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956935959
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1445956940121
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445956952042
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1445957015701
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445957024546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957056994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1445957065025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957065060
executed,command,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors.lineNumberToggle",1445957078001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445957084606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445957088942
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445957091329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957091702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957093709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957094042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957094197
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1445957098871
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445957118960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957119316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957121393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957121712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957121865
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445957123906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957140821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957228495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957266398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957280315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445957346609
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445957352347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957352699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957355860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957356200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957356346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957383654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957422185
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1445957445723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957449511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957451247
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445957453070
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1445957643169
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445957645666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445957674855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445957689469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445957698252
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445957703485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957703851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957705956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957706303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957708399
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1445957713548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445957716608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957717849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957802530
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445957809171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445957841769
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445957843580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957843950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957846150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957846478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957846645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445957872805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957911551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445957982876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958005376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958042955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958111875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958195449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445958219230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958249668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958252134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445958252161
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445958292367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958292731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958294758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958295081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958296078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958296117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958318708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445958353810
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445958361858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958362208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958364168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958364494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958365209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958365281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958448340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445958507235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958524703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958527935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445958527963
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445958532555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958532941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958535273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958535584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958536297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958536373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958564780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1445958584160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445958587412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958683062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958699135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958778551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958890154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958941151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445958991208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445959241915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445959261808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445959262869
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445959276688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445959293438
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445959299449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959299799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959301788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959302113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959334592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1445959342207
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445959345674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959346047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959347930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959348240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959348975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959349019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959362557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1445959599973
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1445959606643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959607014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959609724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959610041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959610748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959610791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445959628526
