what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557555534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557563752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1446557572457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557586511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557614935
started,bundle,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder",1446557620469
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.checkEsterel",1446557620473
started,bundle,rcs.rtpl.xtext.esterel.preferences,1.0.2.b,"rcs.rtpl.xtext.esterel.preferences",1446557620794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557620972
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1446557621040
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1446557621041
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1446557621042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557623401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557623715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557624055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557624200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557711296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557717239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557819488
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1446557827857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557828248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557830478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557830819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557831598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446557831670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446558020998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446558031670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446558064381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446558095581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446559109704
