what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1446574105285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1446574109472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1446574115693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1446574117553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574177787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574178523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574188844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574205492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574207572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574246941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574270819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574500797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574577368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574704065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574714287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574716865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574727774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574793854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574796725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574815126
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.buildEsterel",1446574816409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574816761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574819394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574822798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574827454
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1446574830777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574831148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574833167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574833521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574833663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574836629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574838095
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.buildEsterel",1446574851225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574851584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574855646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574855984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574856145
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1446574859076
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446574874707
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1446574878497
closed,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446574889669
closed,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446574892160
closed,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446574899371
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.buildEsterel",1446574910608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574910985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574912629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574912964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446574913131
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446574919314
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1446574926650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1446574928655
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446574929120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1446575011619
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.runEsterel",1446575018495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446575018854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446575021991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446575022306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446575022499
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1446575024927
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446575032254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1446575038444
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.buildEsterel",1446575041207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446575041566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446575043509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446575043829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446575043988
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1446575048999
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1446575052378
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446575065376
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1446575070016
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446575075054
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1446575090578
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1446575099304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1446575128095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1446575128428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1446575132987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1446575144351
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1446575153339
executed,command,rcs.rtpl.xtext.esterel.builder,1.1.1.b,"rcs.rtpl.xtext.esterel.builder.commands.buildEsterel",1446575156998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446575157362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446575158799
